order_id,order_date,region,segment,category,sub_category,quantity,discount,sales,profit
ORD-101900,2023-06-26,Abu Dhabi,SMB,Technology,Monitors,7,0.0,5102.4,816.38
ORD-104591,2023-06-26,Sharjah,Consumer,Technology,Phones,5,0.3,1169.45,-23.39
ORD-103443,2023-06-26,Dubai,Consumer,Office Supplies,Paper,2,0.15,53.58,17.68
ORD-104195,2023-06-26,Abu Dhabi,Corporate,Furniture,Bookcases,6,0.0,1195.88,334.85
ORD-102193,2023-06-27,Abu Dhabi,Consumer,Technology,Accessories,1,0.0,781.89,125.1
ORD-103980,2023-06-27,Dubai,Corporate,Technology,Monitors,3,0.2,3048.3,121.93
ORD-100424,2023-06-27,Sharjah,SMB,Furniture,Storage,3,0.0,805.99,225.68
ORD-105438,2023-06-27,Sharjah,Corporate,Office Supplies,Pens,1,0.3,68.66,16.48
ORD-104731,2023-06-27,Dubai,SMB,Office Supplies,Pens,5,0.2,254.87,76.46
ORD-104902,2023-06-27,Sharjah,Corporate,Technology,Phones,2,0.0,1125.73,180.12
ORD-105871,2023-06-27,Dubai,Consumer,Furniture,Storage,1,0.0,407.29,114.04
ORD-100167,2023-06-27,Abu Dhabi,SMB,Furniture,Chairs,1,0.0,331.43,92.8
ORD-105769,2023-06-27,Dubai,Consumer,Furniture,Chairs,4,0.2,2444.74,391.16
ORD-103441,2023-06-28,Abu Dhabi,Consumer,Technology,Laptops,3,0.0,1704.28,272.68
ORD-103229,2023-06-28,Abu Dhabi,SMB,Office Supplies,Storage,4,0.0,155.86,65.46
ORD-105490,2023-06-28,Abu Dhabi,Consumer,Technology,Phones,8,0.15,6549.91,458.49
ORD-100388,2023-06-28,Sharjah,Consumer,Furniture,Bookcases,3,0.1,817.05,179.75
ORD-105552,2023-06-29,Dubai,SMB,Office Supplies,Pens,1,0.0,48.5,20.37
ORD-103686,2023-06-29,Dubai,Consumer,Furniture,Bookcases,4,0.15,1289.3,244.97
ORD-105673,2023-06-29,Sharjah,Consumer,Furniture,Storage,2,0.1,1041.32,229.09
ORD-101066,2023-06-29,Dubai,Consumer,Technology,Monitors,4,0.0,1332.7,213.23
ORD-104459,2023-06-29,Sharjah,Consumer,Furniture,Chairs,5,0.0,1919.03,537.33
ORD-102724,2023-06-29,Dubai,SMB,Office Supplies,Storage,6,0.0,340.48,143.0
ORD-105798,2023-06-29,Dubai,Corporate,Office Supplies,Binders,8,0.0,241.09,101.26
ORD-105865,2023-06-30,Abu Dhabi,Consumer,Technology,Phones,7,0.0,3668.69,586.99
ORD-102932,2023-06-30,Sharjah,Consumer,Technology,Phones,5,0.0,3275.02,524.0
ORD-104450,2023-06-30,Abu Dhabi,Corporate,Technology,Accessories,7,0.2,4895.51,195.82
ORD-101797,2023-06-30,Sharjah,SMB,Furniture,Bookcases,6,0.0,3261.96,913.35
ORD-103342,2023-06-30,Abu Dhabi,Consumer,Technology,Accessories,1,0.0,927.35,148.38
ORD-101211,2023-06-30,Abu Dhabi,Consumer,Technology,Phones,5,0.0,4457.21,713.15
ORD-103543,2023-06-30,Northern Emirates,Consumer,Furniture,Chairs,5,0.0,3001.21,840.34
ORD-101323,2023-06-30,Dubai,SMB,Office Supplies,Pens,7,0.3,303.95,72.95
ORD-104697,2023-06-30,Northern Emirates,Corporate,Office Supplies,Binders,8,0.1,634.35,228.37
ORD-103019,2023-06-30,Dubai,SMB,Office Supplies,Paper,2,0.0,110.4,46.37
ORD-100394,2023-06-30,Abu Dhabi,Corporate,Technology,Accessories,4,0.15,2623.6,183.65
ORD-105179,2023-07-01,Sharjah,Consumer,Furniture,Bookcases,8,0.2,1781.27,285.0
ORD-102029,2023-07-01,Abu Dhabi,Consumer,Technology,Accessories,8,0.0,4101.93,656.31
ORD-103750,2023-07-01,Abu Dhabi,Consumer,Technology,Accessories,7,0.0,3953.63,632.58
ORD-102437,2023-07-01,Abu Dhabi,Consumer,Technology,Monitors,4,0.2,2046.11,81.84
ORD-101929,2023-07-01,Dubai,SMB,Office Supplies,Storage,6,0.15,299.28,98.76
ORD-103017,2023-07-01,Dubai,Corporate,Office Supplies,Storage,7,0.3,313.15,75.16
ORD-102450,2023-07-01,Abu Dhabi,Corporate,Furniture,Chairs,2,0.2,1180.3,188.85
ORD-102230,2023-07-02,Dubai,SMB,Technology,Monitors,8,0.0,7352.03,1176.32
ORD-102151,2023-07-02,Dubai,Corporate,Office Supplies,Paper,6,0.2,313.42,94.03
ORD-103581,2023-07-02,Dubai,Corporate,Furniture,Bookcases,6,0.0,3517.68,984.95
ORD-105631,2023-07-02,Abu Dhabi,Consumer,Office Supplies,Binders,8,0.2,427.24,128.17
ORD-103683,2023-07-02,Abu Dhabi,Consumer,Furniture,Chairs,8,0.2,3477.92,556.47
ORD-101434,2023-07-02,Dubai,Consumer,Office Supplies,Storage,8,0.0,364.25,152.98
ORD-103600,2023-07-02,Northern Emirates,Corporate,Technology,Laptops,4,0.3,2679.42,-53.59
ORD-100057,2023-07-02,Sharjah,Consumer,Furniture,Bookcases,1,0.0,486.34,136.18
ORD-103985,2023-07-02,Dubai,SMB,Office Supplies,Binders,8,0.1,279.04,100.45
ORD-105030,2023-07-02,Sharjah,SMB,Technology,Monitors,4,0.15,1730.07,121.1
ORD-101419,2023-07-03,Dubai,Consumer,Furniture,Bookcases,6,0.1,2809.75,618.15
ORD-101535,2023-07-03,Sharjah,Consumer,Furniture,Storage,4,0.0,1886.76,528.29
ORD-100572,2023-07-03,Dubai,Consumer,Technology,Accessories,7,0.15,3267.45,228.72
ORD-103687,2023-07-03,Sharjah,Consumer,Office Supplies,Paper,3,0.1,158.77,57.16
ORD-100261,2023-07-03,Dubai,Consumer,Office Supplies,Paper,1,0.0,37.14,15.6
ORD-101361,2023-07-03,Abu Dhabi,Corporate,Furniture,Storage,7,0.0,3810.93,1067.06
ORD-105371,2023-07-03,Abu Dhabi,Corporate,Technology,Phones,4,0.2,2724.47,108.98
ORD-103392,2023-07-03,Dubai,Corporate,Furniture,Storage,1,0.3,424.77,42.48
ORD-102004,2023-07-03,Northern Emirates,Consumer,Technology,Laptops,1,0.0,573.45,91.75
ORD-101366,2023-07-04,Dubai,Corporate,Office Supplies,Paper,7,0.0,56.0,23.52
ORD-102966,2023-07-04,Northern Emirates,Consumer,Technology,Accessories,1,0.2,605.23,24.21
ORD-101849,2023-07-04,Dubai,Consumer,Furniture,Tables,6,0.0,1910.91,535.05
ORD-105653,2023-07-04,Dubai,Consumer,Technology,Accessories,2,0.0,1246.87,199.5
ORD-102592,2023-07-04,Northern Emirates,Corporate,Office Supplies,Storage,4,0.0,87.79,36.87
ORD-100434,2023-07-04,Sharjah,Consumer,Technology,Phones,6,0.1,6306.23,630.62
ORD-103734,2023-07-04,Abu Dhabi,Corporate,Technology,Phones,4,0.0,2363.64,378.18
ORD-104721,2023-07-04,Abu Dhabi,Consumer,Furniture,Storage,2,0.0,375.42,105.12
ORD-104521,2023-07-04,Sharjah,Corporate,Technology,Laptops,1,0.0,554.39,88.7
ORD-104562,2023-07-04,Northern Emirates,SMB,Technology,Laptops,4,0.0,2042.56,326.81
ORD-102226,2023-07-04,Abu Dhabi,SMB,Technology,Accessories,6,0.0,1874.72,299.96
ORD-104653,2023-07-04,Dubai,Consumer,Furniture,Chairs,7,0.15,3143.18,597.2
ORD-102134,2023-07-04,Dubai,SMB,Furniture,Chairs,2,0.1,1120.34,246.47
ORD-101572,2023-07-05,Sharjah,Consumer,Office Supplies,Binders,6,0.0,392.15,164.7
ORD-104351,2023-07-05,Sharjah,Consumer,Technology,Phones,7,0.0,5971.37,955.42
ORD-102463,2023-07-05,Abu Dhabi,SMB,Technology,Monitors,2,0.0,826.61,132.26
ORD-104042,2023-07-05,Sharjah,Consumer,Technology,Accessories,6,0.0,3762.7,602.03
ORD-105354,2023-07-05,Abu Dhabi,SMB,Technology,Accessories,4,0.3,1518.75,-30.37
ORD-100925,2023-07-05,Abu Dhabi,Corporate,Office Supplies,Storage,8,0.0,366.48,153.92
ORD-104247,2023-07-05,Dubai,Consumer,Office Supplies,Paper,6,0.3,267.7,64.25
ORD-102104,2023-07-05,Dubai,Corporate,Technology,Accessories,8,0.1,5794.03,579.4
ORD-100600,2023-07-05,Dubai,SMB,Furniture,Bookcases,7,0.3,1110.13,111.01
ORD-102025,2023-07-06,Dubai,Consumer,Technology,Accessories,8,0.1,6110.71,611.07
ORD-103885,2023-07-06,Sharjah,Consumer,Technology,Laptops,3,0.0,1247.51,199.6
ORD-105101,2023-07-06,Abu Dhabi,SMB,Office Supplies,Pens,2,0.15,47.24,15.59
ORD-103995,2023-07-06,Sharjah,Consumer,Furniture,Bookcases,4,0.3,2134.74,213.47
ORD-105899,2023-07-06,Sharjah,Consumer,Office Supplies,Storage,8,0.0,200.43,84.18
ORD-102367,2023-07-06,Dubai,Consumer,Technology,Laptops,5,0.1,1814.74,181.47
ORD-101646,2023-07-06,Sharjah,Corporate,Office Supplies,Binders,4,0.0,238.0,99.96
ORD-101507,2023-07-06,Abu Dhabi,Corporate,Furniture,Chairs,7,0.1,3187.32,701.21
ORD-101822,2023-07-06,Sharjah,SMB,Office Supplies,Pens,7,0.2,272.9,81.87
ORD-104534,2023-07-06,Dubai,Corporate,Technology,Monitors,1,0.15,1007.78,70.54
ORD-101578,2023-07-07,Dubai,Consumer,Technology,Monitors,7,0.2,3437.03,137.48
ORD-101332,2023-07-07,Northern Emirates,SMB,Furniture,Tables,6,0.1,1716.75,377.69
ORD-104793,2023-07-07,Sharjah,SMB,Technology,Phones,6,0.1,4493.69,449.37
ORD-102035,2023-07-07,Dubai,Corporate,Furniture,Tables,4,0.0,1353.3,378.92
ORD-102688,2023-07-07,Abu Dhabi,Corporate,Furniture,Chairs,5,0.0,2006.06,561.7
ORD-104760,2023-07-07,Abu Dhabi,Corporate,Furniture,Tables,3,0.1,1267.66,278.89
ORD-101187,2023-07-07,Dubai,Corporate,Office Supplies,Pens,4,0.0,266.9,112.1
ORD-105512,2023-07-07,Dubai,Consumer,Office Supplies,Paper,1,0.2,22.92,6.88
ORD-101859,2023-07-07,Sharjah,Consumer,Furniture,Bookcases,7,0.15,3726.74,708.08
ORD-104198,2023-07-07,Dubai,Consumer,Technology,Accessories,4,0.0,3705.85,592.94
ORD-102076,2023-07-07,Abu Dhabi,Corporate,Technology,Accessories,2,0.1,1249.47,124.95
ORD-103679,2023-07-07,Abu Dhabi,SMB,Office Supplies,Binders,1,0.1,76.77,27.64
ORD-102891,2023-07-07,Dubai,Corporate,Technology,Accessories,3,0.1,1161.91,116.19
ORD-102987,2023-07-08,Dubai,Consumer,Technology,Accessories,5,0.15,1564.19,109.49
ORD-103939,2023-07-08,Sharjah,Consumer,Technology,Monitors,4,0.0,3306.5,529.04
ORD-100158,2023-07-08,Abu Dhabi,Consumer,Furniture,Bookcases,6,0.0,2085.75,584.01
ORD-104085,2023-07-08,Northern Emirates,Consumer,Technology,Phones,2,0.15,1992.87,139.5
ORD-102138,2023-07-08,Abu Dhabi,Consumer,Office Supplies,Paper,8,0.15,263.39,86.92
ORD-104445,2023-07-08,Dubai,Consumer,Furniture,Tables,3,0.0,1295.29,362.68
ORD-105815,2023-07-08,Sharjah,Corporate,Office Supplies,Paper,3,0.2,127.1,38.13
ORD-101973,2023-07-08,Dubai,SMB,Technology,Laptops,1,0.0,307.92,49.27
ORD-103690,2023-07-08,Abu Dhabi,Corporate,Technology,Accessories,4,0.2,3416.98,136.68
ORD-102917,2023-07-08,Sharjah,Consumer,Office Supplies,Binders,3,0.1,103.98,37.43
ORD-102560,2023-07-08,Abu Dhabi,Corporate,Furniture,Tables,3,0.15,1067.04,202.74
ORD-102508,2023-07-08,Abu Dhabi,Consumer,Furniture,Tables,4,0.0,1670.99,467.88
ORD-100112,2023-07-08,Abu Dhabi,Corporate,Technology,Phones,1,0.0,601.79,96.29
ORD-105089,2023-07-08,Dubai,Consumer,Furniture,Tables,6,0.2,4017.79,642.85
ORD-100662,2023-07-09,Dubai,Corporate,Furniture,Tables,5,0.0,1675.39,469.11
ORD-100961,2023-07-09,Northern Emirates,Consumer,Technology,Accessories,2,0.1,587.39,58.74
ORD-104987,2023-07-09,Abu Dhabi,SMB,Office Supplies,Binders,8,0.2,522.24,156.67
ORD-100970,2023-07-09,Dubai,SMB,Office Supplies,Binders,2,0.0,45.86,19.26
ORD-101975,2023-07-09,Dubai,Consumer,Office Supplies,Binders,1,0.2,68.9,20.67
ORD-101210,2023-07-09,Abu Dhabi,SMB,Technology,Monitors,2,0.0,811.44,129.83
ORD-100319,2023-07-09,Dubai,SMB,Furniture,Bookcases,5,0.3,1680.16,168.02
ORD-105054,2023-07-09,Abu Dhabi,Consumer,Furniture,Chairs,8,0.2,4191.88,670.7
ORD-100043,2023-07-09,Northern Emirates,Corporate,Technology,Laptops,3,0.0,1247.42,199.59
ORD-101282,2023-07-10,Northern Emirates,Corporate,Office Supplies,Pens,8,0.15,286.38,94.51
ORD-102852,2023-07-10,Dubai,Corporate,Office Supplies,Binders,7,0.0,396.4,166.49
ORD-100096,2023-07-10,Abu Dhabi,Corporate,Furniture,Bookcases,3,0.2,1126.66,180.27
ORD-101524,2023-07-10,Dubai,Consumer,Furniture,Tables,6,0.2,3611.56,577.85
ORD-102588,2023-07-10,Abu Dhabi,Consumer,Technology,Accessories,8,0.3,6684.51,-133.69
ORD-101673,2023-07-10,Sharjah,Consumer,Furniture,Tables,8,0.2,4067.52,650.8
ORD-100699,2023-07-10,Dubai,Consumer,Office Supplies,Storage,4,0.0,194.87,81.85
ORD-103547,2023-07-10,Sharjah,SMB,Office Supplies,Paper,5,0.1,249.51,89.82
ORD-101228,2023-07-10,Northern Emirates,Corporate,Furniture,Chairs,6,0.0,1193.22,334.1
ORD-101890,2023-07-10,Dubai,Consumer,Office Supplies,Storage,8,0.0,363.27,152.57
ORD-103665,2023-07-11,Northern Emirates,Consumer,Furniture,Chairs,2,0.2,544.04,87.05
ORD-102553,2023-07-11,Northern Emirates,Consumer,Technology,Phones,5,0.0,3491.76,558.68
ORD-101106,2023-07-11,Dubai,SMB,Office Supplies,Binders,1,0.0,37.19,15.62
ORD-103057,2023-07-11,Dubai,Consumer,Technology,Laptops,3,0.3,1837.05,-36.74
ORD-100504,2023-07-11,Sharjah,Corporate,Technology,Laptops,4,0.0,1849.59,295.93
ORD-100143,2023-07-11,Abu Dhabi,SMB,Office Supplies,Storage,8,0.1,365.52,131.59
ORD-105409,2023-07-12,Sharjah,Consumer,Technology,Phones,4,0.3,3055.32,-61.11
ORD-101306,2023-07-12,Dubai,Corporate,Furniture,Storage,4,0.0,1784.15,499.56
ORD-103573,2023-07-12,Abu Dhabi,SMB,Technology,Laptops,2,0.2,1080.54,43.22
ORD-101700,2023-07-12,Dubai,SMB,Office Supplies,Binders,1,0.15,24.09,7.95
ORD-103246,2023-07-12,Sharjah,Corporate,Office Supplies,Binders,6,0.15,116.55,38.46
ORD-102586,2023-07-12,Abu Dhabi,Consumer,Furniture,Tables,4,0.1,1369.72,301.34
ORD-100138,2023-07-12,Northern Emirates,Consumer,Technology,Accessories,7,0.3,4987.27,-99.75
ORD-103633,2023-07-12,Dubai,SMB,Office Supplies,Binders,6,0.1,247.26,89.01
ORD-102647,2023-07-13,Dubai,Corporate,Furniture,Chairs,3,0.0,1430.66,400.58
ORD-105560,2023-07-13,Abu Dhabi,Consumer,Technology,Laptops,6,0.1,981.7,98.17
ORD-103510,2023-07-13,Abu Dhabi,SMB,Office Supplies,Pens,1,0.3,51.42,12.34
ORD-100409,2023-07-13,Dubai,SMB,Technology,Monitors,5,0.0,4021.54,643.45
ORD-100107,2023-07-13,Dubai,SMB,Furniture,Tables,5,0.15,1643.13,312.19
ORD-100405,2023-07-14,Dubai,Corporate,Technology,Monitors,1,0.3,468.61,-9.37
ORD-102751,2023-07-14,Dubai,Consumer,Furniture,Storage,7,0.2,1833.85,293.42
ORD-101589,2023-07-14,Abu Dhabi,Consumer,Office Supplies,Paper,2,0.15,84.81,27.99
ORD-100353,2023-07-14,Abu Dhabi,Corporate,Furniture,Chairs,2,0.0,977.2,273.62
ORD-103966,2023-07-14,Dubai,Corporate,Technology,Monitors,7,0.0,2615.07,418.41
ORD-101277,2023-07-14,Abu Dhabi,Consumer,Technology,Monitors,3,0.0,2211.12,353.78
ORD-103273,2023-07-14,Dubai,Corporate,Office Supplies,Pens,8,0.15,333.61,110.09
ORD-103671,2023-07-14,Abu Dhabi,Consumer,Furniture,Storage,3,0.15,1613.66,306.6
ORD-103463,2023-07-14,Abu Dhabi,Corporate,Technology,Monitors,4,0.1,2358.41,235.84
ORD-102532,2023-07-14,Abu Dhabi,Corporate,Technology,Accessories,6,0.3,1754.47,-35.09
ORD-105745,2023-07-15,Abu Dhabi,Consumer,Furniture,Storage,5,0.15,2064.36,392.23
ORD-100885,2023-07-15,Dubai,Consumer,Furniture,Bookcases,4,0.2,1564.76,250.36
ORD-105682,2023-07-15,Dubai,SMB,Technology,Monitors,2,0.15,568.71,39.81
ORD-100697,2023-07-15,Abu Dhabi,Consumer,Technology,Accessories,5,0.0,3463.6,554.18
ORD-102520,2023-07-15,Sharjah,Corporate,Furniture,Tables,6,0.0,1122.94,314.42
ORD-101148,2023-07-15,Dubai,Consumer,Furniture,Storage,5,0.0,2392.43,669.88
ORD-104012,2023-07-15,Dubai,SMB,Office Supplies,Binders,5,0.3,119.38,28.65
ORD-104144,2023-07-15,Sharjah,SMB,Technology,Accessories,4,0.3,2884.59,-57.69
ORD-100937,2023-07-15,Sharjah,Consumer,Technology,Laptops,5,0.1,1791.73,179.17
ORD-103978,2023-07-15,Abu Dhabi,Corporate,Technology,Laptops,6,0.0,4426.89,708.3
ORD-102218,2023-07-15,Dubai,SMB,Furniture,Tables,4,0.2,1725.1,276.02
ORD-103786,2023-07-15,Dubai,Consumer,Office Supplies,Pens,8,0.2,291.32,87.4
ORD-105675,2023-07-15,Abu Dhabi,SMB,Technology,Phones,2,0.0,1618.84,259.01
ORD-100509,2023-07-15,Northern Emirates,Consumer,Technology,Monitors,7,0.3,5214.29,-104.29
ORD-101642,2023-07-15,Abu Dhabi,Corporate,Office Supplies,Pens,4,0.15,172.79,57.02
ORD-104449,2023-07-15,Abu Dhabi,SMB,Furniture,Bookcases,1,0.0,779.59,218.29
ORD-100131,2023-07-15,Dubai,Corporate,Furniture,Storage,2,0.0,1136.73,318.28
ORD-104788,2023-07-16,Abu Dhabi,Corporate,Technology,Accessories,1,0.3,881.45,-17.63
ORD-105393,2023-07-16,Northern Emirates,Corporate,Furniture,Chairs,2,0.3,607.96,60.8
ORD-102179,2023-07-16,Abu Dhabi,Consumer,Office Supplies,Paper,3,0.2,186.14,55.84
ORD-105311,2023-07-16,Abu Dhabi,Corporate,Technology,Phones,4,0.1,2715.86,271.59
ORD-105399,2023-07-16,Dubai,Corporate,Technology,Accessories,8,0.0,8079.1,1292.66
ORD-101910,2023-07-16,Dubai,Consumer,Furniture,Bookcases,4,0.0,2130.55,596.55
ORD-104420,2023-07-16,Dubai,Corporate,Office Supplies,Binders,3,0.0,120.23,50.5
ORD-104585,2023-07-17,Dubai,Consumer,Office Supplies,Pens,5,0.0,265.25,111.4
ORD-104288,2023-07-17,Dubai,Consumer,Furniture,Tables,6,0.0,5121.68,1434.07
ORD-101595,2023-07-17,Dubai,Corporate,Technology,Phones,7,0.15,5141.27,359.89
ORD-101620,2023-07-17,Sharjah,SMB,Technology,Monitors,3,0.1,2520.18,252.02
ORD-100248,2023-07-17,Dubai,Corporate,Furniture,Chairs,5,0.3,1504.84,150.48
ORD-103803,2023-07-17,Abu Dhabi,Corporate,Technology,Monitors,1,0.15,285.18,19.96
ORD-102410,2023-07-17,Abu Dhabi,Corporate,Office Supplies,Pens,4,0.15,155.26,51.24
ORD-100888,2023-07-17,Dubai,Corporate,Office Supplies,Storage,2,0.3,105.86,25.41
ORD-100891,2023-07-17,Dubai,SMB,Furniture,Bookcases,1,0.15,143.34,27.23
ORD-105107,2023-07-17,Dubai,Consumer,Office Supplies,Pens,5,0.15,148.34,48.95
ORD-102845,2023-07-17,Abu Dhabi,Corporate,Furniture,Storage,6,0.2,1692.2,270.75
ORD-102096,2023-07-17,Dubai,SMB,Office Supplies,Pens,8,0.0,309.14,129.84
ORD-102997,2023-07-17,Northern Emirates,SMB,Furniture,Storage,1,0.1,123.48,27.17
ORD-105854,2023-07-18,Dubai,Corporate,Furniture,Bookcases,8,0.0,2939.21,822.98
ORD-104299,2023-07-18,Abu Dhabi,SMB,Office Supplies,Paper,1,0.1,51.46,18.53
ORD-105427,2023-07-18,Abu Dhabi,Consumer,Technology,Phones,7,0.1,2820.39,282.04
ORD-100554,2023-07-18,Dubai,Consumer,Technology,Accessories,5,0.0,3884.84,621.57
ORD-100613,2023-07-18,Abu Dhabi,Consumer,Furniture,Storage,2,0.0,1078.2,301.9
ORD-102492,2023-07-18,Sharjah,Corporate,Technology,Accessories,4,0.3,3105.28,-62.11
ORD-103058,2023-07-18,Northern Emirates,SMB,Furniture,Tables,3,0.0,1103.35,308.94
ORD-100606,2023-07-18,Northern Emirates,Corporate,Technology,Laptops,2,0.2,1508.34,60.33
ORD-105588,2023-07-18,Sharjah,Consumer,Office Supplies,Storage,7,0.0,432.98,181.85
ORD-103249,2023-07-18,Dubai,Consumer,Furniture,Storage,8,0.15,3175.37,603.32
ORD-105318,2023-07-18,Abu Dhabi,SMB,Furniture,Chairs,4,0.1,1083.57,238.39
ORD-101675,2023-07-19,Dubai,SMB,Office Supplies,Binders,2,0.3,65.75,15.78
ORD-102285,2023-07-19,Dubai,Consumer,Technology,Accessories,7,0.15,4393.92,307.57
ORD-104546,2023-07-19,Dubai,Consumer,Technology,Monitors,7,0.1,1317.83,131.78
ORD-101240,2023-07-19,Dubai,Consumer,Office Supplies,Paper,8,0.0,582.57,244.68
ORD-105259,2023-07-19,Abu Dhabi,Corporate,Office Supplies,Paper,4,0.0,217.86,91.5
ORD-100411,2023-07-19,Sharjah,SMB,Office Supplies,Binders,4,0.0,131.02,55.03
ORD-102661,2023-07-19,Dubai,SMB,Technology,Monitors,3,0.0,1070.42,171.27
ORD-100882,2023-07-20,Dubai,Consumer,Technology,Laptops,3,0.15,2589.38,181.26
ORD-100863,2023-07-20,Northern Emirates,Consumer,Technology,Phones,2,0.15,972.11,68.05
ORD-104807,2023-07-20,Dubai,Consumer,Technology,Phones,1,0.0,992.22,158.76
ORD-101997,2023-07-20,Northern Emirates,Consumer,Furniture,Bookcases,5,0.0,1939.67,543.11
ORD-102132,2023-07-20,Abu Dhabi,Corporate,Technology,Phones,4,0.2,2167.48,86.7
ORD-102208,2023-07-20,Northern Emirates,Corporate,Office Supplies,Binders,3,0.0,195.28,82.02
ORD-100586,2023-07-20,Abu Dhabi,Consumer,Office Supplies,Pens,4,0.2,223.69,67.11
ORD-103468,2023-07-20,Northern Emirates,Corporate,Technology,Accessories,8,0.1,7937.9,793.79
ORD-100440,2023-07-21,Dubai,SMB,Furniture,Tables,5,0.0,1614.27,452.0
ORD-104150,2023-07-21,Abu Dhabi,Consumer,Furniture,Storage,5,0.1,1766.95,388.73
ORD-102238,2023-07-21,Dubai,Consumer,Furniture,Tables,3,0.1,1615.08,355.32
ORD-100127,2023-07-21,Abu Dhabi,Consumer,Office Supplies,Binders,6,0.3,227.35,54.56
ORD-105473,2023-07-21,Abu Dhabi,SMB,Technology,Phones,4,0.2,2410.58,96.42
ORD-101850,2023-07-21,Dubai,Corporate,Office Supplies,Paper,1,0.0,50.37,21.16
ORD-100198,2023-07-21,Abu Dhabi,Consumer,Technology,Laptops,2,0.0,1115.0,178.4
ORD-102590,2023-07-22,Abu Dhabi,Corporate,Technology,Phones,5,0.2,2097.63,83.91
ORD-102563,2023-07-22,Northern Emirates,Consumer,Furniture,Storage,2,0.0,882.55,247.11
ORD-102933,2023-07-22,Dubai,Consumer,Office Supplies,Pens,7,0.15,228.61,75.44
ORD-100000,2023-07-22,Dubai,Consumer,Technology,Accessories,8,0.0,4720.48,755.28
ORD-104550,2023-07-22,Abu Dhabi,Corporate,Furniture,Chairs,4,0.1,2071.15,455.65
ORD-104176,2023-07-22,Sharjah,Consumer,Office Supplies,Binders,6,0.0,301.53,126.64
ORD-104798,2023-07-22,Abu Dhabi,SMB,Office Supplies,Paper,3,0.0,137.2,57.62
ORD-105671,2023-07-22,Dubai,SMB,Furniture,Storage,5,0.1,750.63,165.14
ORD-103366,2023-07-23,Dubai,Corporate,Furniture,Tables,2,0.2,926.88,148.3
ORD-100508,2023-07-23,Dubai,Consumer,Office Supplies,Storage,2,0.3,60.23,14.46
ORD-101792,2023-07-24,Northern Emirates,SMB,Technology,Accessories,8,0.3,7286.41,-145.73
ORD-101964,2023-07-24,Northern Emirates,Corporate,Office Supplies,Storage,7,0.3,280.49,67.32
ORD-105419,2023-07-24,Northern Emirates,Corporate,Furniture,Tables,3,0.0,1451.12,406.31
ORD-102531,2023-07-24,Dubai,Consumer,Technology,Monitors,2,0.1,836.76,83.68
ORD-101505,2023-07-24,Dubai,Corporate,Furniture,Bookcases,4,0.1,1183.75,260.42
ORD-103489,2023-07-24,Northern Emirates,Corporate,Furniture,Tables,6,0.2,3462.14,553.94
ORD-100953,2023-07-24,Dubai,Consumer,Technology,Laptops,7,0.1,3883.32,388.33
ORD-104236,2023-07-24,Dubai,Corporate,Furniture,Tables,6,0.3,779.61,77.96
ORD-103474,2023-07-24,Northern Emirates,Corporate,Furniture,Bookcases,1,0.1,365.28,80.36
ORD-103937,2023-07-24,Dubai,Consumer,Technology,Laptops,3,0.2,866.06,34.64
ORD-102642,2023-07-24,Dubai,Consumer,Office Supplies,Pens,2,0.0,119.17,50.05
ORD-105788,2023-07-25,Sharjah,Consumer,Furniture,Tables,6,0.0,1715.14,480.24
ORD-100974,2023-07-25,Abu Dhabi,Consumer,Office Supplies,Paper,6,0.15,332.34,109.67
ORD-103338,2023-07-25,Sharjah,SMB,Furniture,Storage,3,0.3,1784.1,178.41
ORD-100541,2023-07-25,Dubai,Consumer,Furniture,Storage,5,0.0,2045.59,572.77
ORD-105579,2023-07-25,Sharjah,Consumer,Technology,Accessories,3,0.1,2509.1,250.91
ORD-102272,2023-07-25,Dubai,Corporate,Technology,Phones,1,0.0,407.66,65.23
ORD-101374,2023-07-25,Dubai,Corporate,Office Supplies,Paper,7,0.0,302.25,126.94
ORD-101575,2023-07-25,Dubai,Corporate,Technology,Phones,5,0.0,3975.58,636.09
ORD-101391,2023-07-26,Abu Dhabi,Consumer,Furniture,Storage,2,0.0,674.97,188.99
ORD-103321,2023-07-26,Dubai,SMB,Technology,Phones,4,0.2,1123.34,44.93
ORD-103040,2023-07-26,Abu Dhabi,Corporate,Office Supplies,Pens,5,0.0,218.92,91.95
ORD-102441,2023-07-26,Dubai,Consumer,Furniture,Bookcases,5,0.15,707.25,134.38
ORD-102635,2023-07-26,Dubai,Corporate,Technology,Laptops,3,0.1,1491.66,149.17
ORD-102743,2023-07-26,Dubai,SMB,Technology,Monitors,3,0.0,1815.17,290.43
ORD-103199,2023-07-26,Abu Dhabi,Corporate,Office Supplies,Storage,7,0.0,250.63,105.26
ORD-102866,2023-07-27,Abu Dhabi,Corporate,Furniture,Tables,6,0.0,2192.14,613.8
ORD-105367,2023-07-27,Dubai,SMB,Furniture,Storage,3,0.2,1429.72,228.76
ORD-100658,2023-07-27,Sharjah,Consumer,Technology,Accessories,6,0.2,4911.34,196.45
ORD-101664,2023-07-27,Dubai,Consumer,Furniture,Tables,4,0.0,2271.74,636.09
ORD-101801,2023-07-27,Dubai,Corporate,Furniture,Tables,6,0.15,1903.99,361.76
ORD-102417,2023-07-27,Dubai,Corporate,Furniture,Bookcases,2,0.0,380.34,106.5
