customer_id,tenure_months,monthly_charges,contract,support_calls,payment_method,churned
C10551,2,60.19,Month-to-month,0,Manual,0
C10552,32,28.08,Two year,2,Auto-pay,0
C10553,5,21.6,Two year,1,Auto-pay,0
C10554,67,37.38,Month-to-month,1,Manual,0
C10555,39,106.11,One year,0,Manual,1
C10556,69,20.0,Month-to-month,0,Auto-pay,0
C10557,46,116.18,Two year,3,Auto-pay,0
C10558,20,102.44,Month-to-month,0,Manual,0
C10559,48,114.52,Two year,1,Auto-pay,0
C10560,5,85.34,Month-to-month,2,Manual,1
C10561,36,124.47,One year,1,Manual,0
C10562,51,31.97,Month-to-month,1,Manual,0
C10563,32,116.05,Month-to-month,0,Manual,1
C10564,17,166.24,One year,2,Manual,1
C10565,66,67.09,Month-to-month,1,Auto-pay,0
C10566,15,73.34,Month-to-month,1,Auto-pay,0
C10567,20,47.36,Two year,0,Manual,0
C10568,53,76.99,Month-to-month,1,Auto-pay,0
C10569,19,80.58,Month-to-month,2,Manual,0
C10570,15,20.0,Month-to-month,0,Auto-pay,0
C10571,11,93.36,Two year,1,Auto-pay,0
C10572,56,108.29,Month-to-month,3,Manual,0
C10573,9,48.56,Month-to-month,4,Manual,0
C10574,66,62.27,Month-to-month,2,Auto-pay,0
C10575,11,100.45,Month-to-month,1,Auto-pay,0
C10576,11,47.12,Month-to-month,2,Auto-pay,0
C10577,69,97.3,Month-to-month,1,Auto-pay,0
C10578,39,83.58,Month-to-month,1,Auto-pay,0
C10579,51,145.05,Month-to-month,2,Auto-pay,0
C10580,50,71.15,Month-to-month,1,Manual,0
C10581,21,58.99,Month-to-month,3,Auto-pay,1
C10582,38,82.41,One year,2,Auto-pay,0
C10583,34,78.47,One year,1,Auto-pay,0
C10584,65,123.96,Two year,0,Auto-pay,0
C10585,61,122.38,Month-to-month,2,Manual,0
C10586,5,53.11,One year,3,Manual,0
C10587,46,69.23,Month-to-month,0,Manual,0
C10588,71,54.16,One year,2,Auto-pay,0
C10589,33,48.85,Two year,1,Auto-pay,0
C10590,40,20.0,Two year,1,Manual,0
C10591,55,125.67,One year,0,Auto-pay,0
C10592,16,54.89,Month-to-month,1,Auto-pay,0
C10593,21,61.62,Month-to-month,1,Auto-pay,0
C10594,45,158.1,Month-to-month,1,Auto-pay,1
C10595,69,55.79,Month-to-month,0,Auto-pay,0
C10596,48,69.51,One year,1,Auto-pay,0
C10597,55,83.01,Month-to-month,1,Auto-pay,0
C10598,1,85.14,Month-to-month,2,Auto-pay,0
C10599,7,56.44,One year,1,Auto-pay,1
C10600,60,108.7,One year,2,Manual,0
C10601,56,79.82,Month-to-month,1,Manual,0
C10602,6,78.37,One year,2,Auto-pay,0
C10603,28,54.79,Month-to-month,0,Manual,1
C10604,16,71.08,One year,0,Auto-pay,0
C10605,44,104.24,Two year,1,Auto-pay,0
C10606,43,104.34,One year,1,Auto-pay,0
C10607,2,62.13,Two year,2,Auto-pay,0
C10608,55,51.78,Month-to-month,1,Manual,1
C10609,13,101.36,Month-to-month,2,Auto-pay,1
C10610,46,84.04,One year,0,Auto-pay,0
C10611,60,101.31,One year,0,Manual,0
C10612,45,45.93,Month-to-month,0,Manual,0
C10613,70,74.36,Month-to-month,2,Auto-pay,0
C10614,35,101.38,Month-to-month,1,Auto-pay,0
C10615,20,53.64,Month-to-month,1,Auto-pay,0
C10616,37,131.62,Month-to-month,2,Manual,1
C10617,52,123.91,Month-to-month,4,Auto-pay,0
C10618,31,68.88,One year,1,Auto-pay,0
C10619,7,69.1,One year,4,Manual,0
C10620,20,84.64,One year,0,Manual,0
C10621,38,80.1,Month-to-month,2,Auto-pay,1
C10622,26,111.44,Two year,0,Manual,0
C10623,66,48.58,Month-to-month,2,Auto-pay,0
C10624,63,48.89,Month-to-month,1,Auto-pay,0
C10625,46,83.13,One year,0,Auto-pay,0
C10626,28,89.85,Month-to-month,1,Auto-pay,1
C10627,13,73.92,One year,2,Manual,0
C10628,55,101.87,Month-to-month,2,Manual,0
C10629,68,116.02,Two year,3,Auto-pay,1
C10630,44,97.41,Month-to-month,4,Manual,1
C10631,2,86.14,Month-to-month,1,Auto-pay,1
C10632,16,68.5,One year,0,Manual,0
C10633,40,77.25,One year,3,Manual,0
C10634,11,34.01,Month-to-month,2,Manual,1
C10635,41,39.31,Month-to-month,1,Manual,0
C10636,9,112.76,One year,1,Auto-pay,0
C10637,32,127.61,One year,1,Manual,0
C10638,36,34.01,One year,2,Auto-pay,0
C10639,46,91.4,Month-to-month,3,Auto-pay,1
C10640,15,29.26,Month-to-month,0,Auto-pay,0
C10641,43,124.44,Two year,1,Auto-pay,0
C10642,19,74.5,Month-to-month,1,Manual,1
C10643,31,150.58,Month-to-month,2,Auto-pay,1
C10644,60,55.9,One year,1,Manual,0
C10645,5,59.71,Month-to-month,3,Manual,1
C10646,35,86.99,Month-to-month,1,Auto-pay,0
C10647,67,102.11,Month-to-month,0,Auto-pay,0
C10648,24,99.34,Month-to-month,1,Auto-pay,1
C10649,31,104.22,Two year,0,Auto-pay,0
C10650,14,68.22,Two year,1,Auto-pay,0
C10651,12,104.57,One year,0,Auto-pay,0
C10652,32,141.71,Month-to-month,1,Auto-pay,0
C10653,41,99.04,Two year,2,Auto-pay,0
C10654,19,50.46,Two year,3,Manual,1
C10655,40,87.81,Month-to-month,1,Manual,0
C10656,3,20.0,Month-to-month,2,Auto-pay,1
C10657,38,96.07,Two year,2,Manual,0
C10658,62,24.98,Two year,2,Auto-pay,0
C10659,51,96.55,Two year,0,Manual,0
C10660,41,73.79,Two year,0,Auto-pay,0
C10661,69,105.14,Month-to-month,4,Auto-pay,0
C10662,59,76.46,One year,3,Auto-pay,1
C10663,5,117.4,Month-to-month,3,Auto-pay,1
C10664,53,92.17,Month-to-month,2,Auto-pay,0
C10665,52,108.05,Month-to-month,2,Auto-pay,0
C10666,2,63.48,Month-to-month,3,Auto-pay,1
C10667,29,61.9,Month-to-month,3,Manual,1
C10668,47,33.19,One year,1,Auto-pay,0
C10669,48,40.87,Month-to-month,1,Manual,0
C10670,10,77.91,Two year,0,Auto-pay,0
C10671,18,76.97,Month-to-month,1,Manual,1
C10672,6,87.06,One year,2,Auto-pay,0
C10673,37,54.33,Two year,1,Manual,0
C10674,3,80.11,Two year,3,Auto-pay,0
C10675,45,115.4,Month-to-month,2,Auto-pay,0
C10676,60,88.01,Month-to-month,2,Auto-pay,0
C10677,56,76.2,Month-to-month,0,Manual,0
C10678,41,83.58,One year,1,Manual,0
C10679,48,112.32,Month-to-month,0,Auto-pay,0
C10680,55,80.22,Month-to-month,0,Auto-pay,0
C10681,55,59.42,Month-to-month,2,Manual,0
C10682,46,59.72,Month-to-month,2,Manual,1
C10683,70,58.68,Two year,3,Auto-pay,0
C10684,10,57.92,Month-to-month,0,Auto-pay,0
C10685,35,98.69,Two year,1,Manual,1
C10686,44,126.02,Month-to-month,2,Auto-pay,0
C10687,60,62.74,Two year,1,Auto-pay,0
C10688,8,47.93,Two year,2,Manual,0
C10689,22,36.89,One year,3,Manual,0
C10690,4,126.79,Month-to-month,1,Auto-pay,0
C10691,22,103.99,Month-to-month,4,Auto-pay,1
C10692,25,54.57,Two year,1,Auto-pay,0
C10693,24,79.21,Month-to-month,0,Auto-pay,1
C10694,8,117.09,Month-to-month,1,Manual,1
C10695,42,73.09,Month-to-month,1,Auto-pay,0
C10696,51,100.88,Two year,0,Auto-pay,0
C10697,15,70.32,Two year,1,Auto-pay,1
C10698,43,66.14,Month-to-month,1,Manual,0
C10699,27,20.0,Month-to-month,3,Auto-pay,1
C10700,49,62.86,Two year,2,Manual,0
C10701,33,58.92,One year,0,Auto-pay,0
C10702,65,90.61,One year,2,Manual,0
C10703,53,82.49,Two year,2,Auto-pay,0
C10704,26,80.93,Two year,2,Manual,1
C10705,35,103.58,One year,1,Auto-pay,0
C10706,40,20.0,Month-to-month,1,Manual,1
C10707,9,73.51,Two year,2,Manual,0
C10708,27,39.91,One year,3,Auto-pay,0
C10709,20,37.45,Month-to-month,0,Auto-pay,0
C10710,10,66.28,Month-to-month,1,Manual,0
C10711,18,75.65,One year,2,Auto-pay,0
C10712,60,90.07,Two year,0,Manual,0
C10713,58,88.08,Month-to-month,1,Auto-pay,0
C10714,41,50.21,Month-to-month,1,Auto-pay,0
C10715,45,69.09,Month-to-month,2,Auto-pay,0
C10716,45,118.11,Two year,2,Manual,0
C10717,50,123.42,Month-to-month,1,Auto-pay,0
C10718,19,65.79,Month-to-month,0,Auto-pay,1
C10719,41,77.79,Month-to-month,1,Auto-pay,0
C10720,59,48.11,Month-to-month,2,Manual,0
C10721,3,105.82,Month-to-month,0,Auto-pay,1
C10722,37,144.48,Month-to-month,3,Manual,1
C10723,8,58.95,One year,1,Auto-pay,0
C10724,5,110.29,One year,2,Manual,1
C10725,45,97.1,Month-to-month,1,Manual,1
C10726,23,69.97,One year,1,Manual,0
C10727,36,54.12,One year,2,Auto-pay,0
C10728,33,149.35,Month-to-month,0,Auto-pay,1
C10729,40,97.98,Month-to-month,1,Manual,0
C10730,24,103.76,One year,2,Manual,0
C10731,37,68.65,One year,3,Manual,0
C10732,9,76.83,Month-to-month,1,Manual,1
C10733,18,38.5,One year,1,Manual,0
C10734,24,97.83,Two year,3,Auto-pay,1
C10735,38,63.76,Month-to-month,0,Auto-pay,0
C10736,1,44.2,Month-to-month,1,Manual,1
C10737,64,49.35,Month-to-month,2,Manual,0
C10738,16,147.32,Month-to-month,3,Auto-pay,1
C10739,60,66.08,One year,0,Manual,0
C10740,46,86.05,One year,3,Auto-pay,0
C10741,22,39.15,Two year,2,Manual,0
C10742,39,69.33,Month-to-month,0,Auto-pay,0
C10743,20,33.88,Month-to-month,1,Manual,0
C10744,27,86.16,Month-to-month,2,Auto-pay,0
C10745,58,47.68,Two year,4,Auto-pay,0
C10746,69,98.94,One year,1,Manual,0
C10747,34,21.31,Two year,2,Manual,0
C10748,4,56.04,One year,0,Manual,0
C10749,32,110.3,Month-to-month,0,Manual,0
C10750,46,120.99,One year,0,Auto-pay,0
C10751,36,75.18,Two year,2,Auto-pay,0
C10752,45,63.35,Month-to-month,1,Auto-pay,0
C10753,11,78.49,Month-to-month,3,Manual,1
C10754,37,136.56,One year,1,Auto-pay,0
C10755,30,66.95,One year,1,Auto-pay,0
C10756,19,75.1,Month-to-month,2,Auto-pay,0
C10757,69,43.41,Month-to-month,1,Auto-pay,0
C10758,36,54.67,Month-to-month,2,Manual,0
C10759,25,88.22,Month-to-month,3,Manual,1
C10760,34,101.79,Two year,1,Manual,0
C10761,46,84.07,Month-to-month,2,Manual,0
C10762,11,99.92,Month-to-month,0,Auto-pay,1
C10763,70,44.98,Month-to-month,3,Manual,0
C10764,17,42.01,Two year,1,Manual,0
C10765,8,98.83,Two year,0,Manual,0
C10766,32,60.72,One year,1,Auto-pay,0
C10767,69,39.76,Month-to-month,1,Auto-pay,0
C10768,27,81.09,Two year,0,Manual,0
C10769,41,77.58,Month-to-month,2,Auto-pay,0
C10770,10,69.3,Month-to-month,1,Manual,1
C10771,36,122.61,Month-to-month,1,Manual,0
C10772,17,131.24,Month-to-month,0,Auto-pay,1
C10773,1,103.79,Month-to-month,1,Auto-pay,1
C10774,43,87.88,Month-to-month,0,Auto-pay,1
C10775,38,116.4,Month-to-month,2,Auto-pay,1
C10776,50,79.73,Month-to-month,1,Auto-pay,0
C10777,71,69.19,One year,0,Auto-pay,0
C10778,54,57.49,One year,2,Manual,0
C10779,61,51.53,One year,1,Auto-pay,0
C10780,39,102.84,Two year,0,Auto-pay,1
C10781,67,29.94,Month-to-month,1,Auto-pay,0
C10782,4,57.17,Two year,1,Auto-pay,0
C10783,56,64.39,Month-to-month,0,Manual,0
C10784,17,32.78,One year,1,Auto-pay,0
C10785,69,63.26,One year,0,Manual,0
C10786,52,77.81,Month-to-month,2,Auto-pay,0
C10787,15,105.82,Two year,1,Auto-pay,0
C10788,21,59.82,One year,1,Auto-pay,1
C10789,5,78.02,Month-to-month,0,Auto-pay,1
C10790,48,30.17,One year,1,Auto-pay,0
C10791,15,38.51,Month-to-month,2,Auto-pay,1
C10792,46,20.0,Month-to-month,2,Auto-pay,0
C10793,5,104.37,Month-to-month,5,Auto-pay,1
C10794,37,65.16,Two year,1,Manual,0
C10795,16,81.63,Month-to-month,0,Auto-pay,1
C10796,22,90.7,Two year,0,Manual,0
C10797,31,99.25,Two year,1,Manual,0
C10798,6,135.16,Two year,1,Manual,0
C10799,27,73.76,One year,3,Auto-pay,0
C10800,52,53.65,Two year,1,Auto-pay,0
C10801,25,95.95,Month-to-month,2,Manual,1
C10802,18,145.89,One year,1,Manual,0
C10803,35,58.82,One year,2,Manual,0
C10804,21,51.15,Month-to-month,1,Auto-pay,0
C10805,64,20.0,One year,1,Auto-pay,0
C10806,9,20.0,One year,1,Manual,0
C10807,35,117.58,Month-to-month,3,Auto-pay,0
C10808,52,69.79,Two year,0,Auto-pay,0
C10809,28,40.87,Month-to-month,0,Auto-pay,0
C10810,69,75.09,One year,1,Auto-pay,0
C10811,71,153.04,Two year,1,Auto-pay,0
C10812,35,75.13,Two year,4,Auto-pay,0
C10813,51,132.44,One year,4,Auto-pay,0
C10814,26,46.89,Two year,1,Auto-pay,0
C10815,68,118.81,One year,1,Auto-pay,0
C10816,37,58.17,Month-to-month,1,Auto-pay,0
C10817,44,51.91,One year,1,Auto-pay,0
C10818,28,46.81,Month-to-month,2,Auto-pay,1
C10819,31,65.28,One year,4,Manual,0
C10820,22,104.28,Month-to-month,3,Manual,1
C10821,18,60.55,Month-to-month,2,Manual,0
C10822,69,107.09,Month-to-month,0,Manual,0
C10823,24,53.48,Month-to-month,2,Manual,1
C10824,67,72.54,One year,2,Manual,0
C10825,1,59.08,Month-to-month,0,Auto-pay,1
C10826,45,129.36,Two year,2,Auto-pay,0
C10827,58,90.53,Month-to-month,1,Auto-pay,0
C10828,2,83.53,Month-to-month,1,Manual,1
C10829,5,66.63,Month-to-month,1,Auto-pay,1
C10830,27,57.51,One year,1,Auto-pay,0
C10831,23,44.8,Month-to-month,3,Auto-pay,0
C10832,15,114.66,Two year,1,Auto-pay,0
C10833,36,26.56,Month-to-month,0,Auto-pay,0
C10834,42,64.13,Month-to-month,0,Auto-pay,0
C10835,62,101.48,One year,2,Auto-pay,0
C10836,29,24.74,Month-to-month,2,Manual,0
C10837,57,80.35,One year,0,Auto-pay,0
C10838,30,48.88,Month-to-month,1,Manual,0
C10839,54,75.8,One year,1,Manual,0
C10840,66,69.94,Month-to-month,1,Manual,0
C10841,30,20.0,One year,2,Auto-pay,0
C10842,65,94.14,Month-to-month,4,Auto-pay,0
C10843,40,45.37,Two year,0,Manual,0
C10844,20,58.54,Month-to-month,4,Manual,0
C10845,61,76.52,Month-to-month,1,Auto-pay,0
C10846,45,86.27,Month-to-month,1,Manual,0
C10847,40,88.42,Month-to-month,3,Auto-pay,0
C10848,62,98.73,Month-to-month,3,Manual,0
C10849,47,20.0,Month-to-month,0,Auto-pay,0
C10850,69,89.48,Month-to-month,1,Manual,0
C10851,1,75.33,One year,2,Auto-pay,1
C10852,53,58.4,Month-to-month,2,Auto-pay,0
C10853,35,82.88,Month-to-month,2,Manual,0
C10854,8,102.62,One year,1,Auto-pay,1
C10855,25,48.7,Month-to-month,2,Auto-pay,0
C10856,49,117.06,Two year,1,Auto-pay,0
C10857,5,109.39,Month-to-month,1,Manual,1
C10858,35,86.1,Month-to-month,1,Manual,0
C10859,48,38.31,One year,2,Auto-pay,0
C10860,21,139.65,Month-to-month,1,Manual,1
C10861,62,83.53,Two year,1,Auto-pay,0
C10862,64,79.45,Month-to-month,2,Auto-pay,0
C10863,46,78.41,Month-to-month,1,Auto-pay,0
C10864,46,91.58,Month-to-month,0,Auto-pay,0
C10865,20,102.81,Month-to-month,0,Auto-pay,0
C10866,65,74.25,Month-to-month,0,Auto-pay,0
C10867,36,37.72,One year,2,Auto-pay,0
C10868,5,106.05,One year,3,Manual,0
C10869,25,50.54,Month-to-month,0,Manual,0
C10870,56,44.86,Month-to-month,0,Auto-pay,0
C10871,41,73.09,Month-to-month,2,Auto-pay,0
C10872,42,61.33,Month-to-month,1,Auto-pay,0
C10873,50,86.4,Month-to-month,1,Manual,0
C10874,22,92.1,Two year,2,Manual,0
C10875,19,60.9,Month-to-month,2,Manual,1
C10876,63,78.64,Month-to-month,1,Auto-pay,0
C10877,35,60.44,Month-to-month,1,Auto-pay,0
C10878,57,98.0,Two year,2,Manual,0
C10879,45,89.71,One year,2,Auto-pay,0
C10880,41,96.52,Month-to-month,0,Auto-pay,0
C10881,36,66.47,One year,1,Manual,0
C10882,70,82.75,Two year,1,Auto-pay,0
C10883,42,90.3,Month-to-month,1,Manual,0
C10884,57,97.47,Month-to-month,1,Manual,0
C10885,17,94.89,Month-to-month,1,Auto-pay,1
C10886,34,71.32,Month-to-month,2,Manual,0
C10887,39,40.51,Month-to-month,1,Manual,0
C10888,4,90.05,Month-to-month,1,Manual,0
C10889,71,88.56,Month-to-month,3,Auto-pay,0
C10890,44,42.0,One year,1,Auto-pay,0
C10891,8,100.4,Two year,1,Auto-pay,0
C10892,31,79.69,Month-to-month,0,Auto-pay,0
C10893,71,71.13,Two year,2,Manual,0
C10894,42,81.4,Month-to-month,0,Manual,0
C10895,16,102.93,Month-to-month,1,Manual,1
C10896,4,121.76,One year,1,Auto-pay,0
C10897,29,73.39,Month-to-month,4,Auto-pay,1
C10898,59,68.09,Month-to-month,3,Auto-pay,0
C10899,20,93.23,Month-to-month,0,Auto-pay,0
C10900,58,34.8,Month-to-month,0,Auto-pay,0
C10901,40,100.87,Month-to-month,4,Auto-pay,1
C10902,54,34.36,Month-to-month,0,Auto-pay,0
C10903,65,33.77,Month-to-month,3,Auto-pay,0
C10904,56,121.6,Month-to-month,0,Auto-pay,0
C10905,50,20.0,Two year,0,Auto-pay,0
C10906,13,114.22,Month-to-month,0,Auto-pay,0
C10907,53,121.79,Month-to-month,0,Auto-pay,0
C10908,37,85.19,One year,3,Manual,0
C10909,15,93.17,Month-to-month,1,Manual,1
C10910,54,27.78,One year,0,Auto-pay,0
C10911,65,60.23,Month-to-month,0,Auto-pay,0
C10912,45,85.75,Month-to-month,2,Manual,0
C10913,63,84.88,Month-to-month,2,Auto-pay,0
C10914,37,88.33,Two year,2,Manual,0
C10915,64,84.86,Month-to-month,2,Auto-pay,0
C10916,26,75.63,Two year,1,Manual,0
C10917,2,38.35,Month-to-month,3,Auto-pay,1
C10918,48,85.56,Month-to-month,0,Manual,0
C10919,25,40.89,Month-to-month,0,Auto-pay,0
C10920,3,64.06,One year,1,Manual,1
C10921,39,116.76,Month-to-month,5,Auto-pay,1
C10922,3,28.07,One year,1,Auto-pay,1
C10923,37,71.27,Two year,0,Auto-pay,0
C10924,31,101.05,Two year,0,Auto-pay,0
C10925,20,94.16,Two year,3,Auto-pay,1
C10926,39,84.17,Two year,3,Auto-pay,0
C10927,29,54.68,Month-to-month,3,Auto-pay,1
C10928,24,114.33,Month-to-month,1,Manual,0
C10929,6,38.28,Month-to-month,0,Manual,0
C10930,49,95.79,Month-to-month,2,Manual,0
C10931,6,79.59,Two year,0,Auto-pay,1
C10932,66,51.4,Month-to-month,3,Manual,0
C10933,61,63.33,Month-to-month,1,Auto-pay,0
C10934,10,129.33,Two year,0,Auto-pay,1
C10935,26,40.14,Month-to-month,1,Manual,0
C10936,34,22.2,Month-to-month,4,Auto-pay,0
C10937,41,55.86,Month-to-month,1,Auto-pay,0
C10938,67,87.39,Two year,1,Auto-pay,0
C10939,2,117.71,Month-to-month,6,Manual,1
C10940,68,75.76,Month-to-month,6,Auto-pay,0
C10941,47,26.14,Month-to-month,0,Auto-pay,0
C10942,35,77.87,Month-to-month,1,Auto-pay,0
C10943,23,100.68,One year,0,Manual,0
C10944,55,84.62,Month-to-month,0,Manual,0
C10945,3,89.81,One year,1,Manual,0
C10946,14,20.0,Month-to-month,5,Auto-pay,0
C10947,62,34.74,Month-to-month,4,Auto-pay,0
C10948,58,70.98,Month-to-month,1,Manual,0
C10949,33,109.0,Month-to-month,1,Manual,0
C10950,70,51.32,Month-to-month,1,Manual,0
C10951,29,81.14,Two year,3,Auto-pay,0
C10952,24,79.99,Month-to-month,0,Manual,1
C10953,10,43.72,One year,0,Manual,1
C10954,17,52.91,Two year,4,Manual,1
C10955,18,74.24,One year,3,Auto-pay,0
C10956,9,64.03,Two year,2,Manual,1
C10957,69,99.62,Month-to-month,2,Auto-pay,0
C10958,32,62.38,Month-to-month,1,Manual,0
C10959,71,101.61,Month-to-month,1,Auto-pay,0
C10960,24,64.15,Month-to-month,2,Auto-pay,1
C10961,64,75.72,Month-to-month,1,Auto-pay,0
C10962,36,99.0,One year,4,Auto-pay,0
C10963,18,71.78,Month-to-month,1,Manual,1
C10964,37,62.22,One year,1,Manual,0
C10965,16,72.92,Month-to-month,1,Auto-pay,0
C10966,62,101.8,Month-to-month,1,Manual,0
C10967,23,84.95,Month-to-month,0,Auto-pay,0
C10968,63,20.0,Two year,1,Manual,0
C10969,54,53.34,Two year,1,Auto-pay,0
C10970,32,53.6,Month-to-month,2,Auto-pay,0
C10971,33,92.51,Month-to-month,2,Manual,0
C10972,54,20.0,Month-to-month,3,Manual,0
C10973,3,83.39,One year,0,Auto-pay,0
C10974,40,94.08,Month-to-month,1,Auto-pay,0
C10975,50,94.08,Month-to-month,2,Auto-pay,0
C10976,52,72.46,Month-to-month,0,Manual,0
C10977,64,26.52,Month-to-month,0,Manual,0
C10978,50,67.28,Month-to-month,0,Auto-pay,0
C10979,32,119.21,Month-to-month,2,Auto-pay,1
C10980,59,57.12,Month-to-month,4,Manual,0
C10981,13,140.43,Month-to-month,2,Auto-pay,1
C10982,12,99.33,Month-to-month,4,Auto-pay,1
C10983,1,70.71,Two year,1,Manual,0
C10984,57,81.77,Month-to-month,5,Auto-pay,1
C10985,23,86.23,Two year,2,Manual,0
C10986,16,57.69,One year,3,Auto-pay,0
C10987,14,62.58,One year,2,Manual,0
C10988,49,134.84,Month-to-month,4,Manual,1
C10989,34,119.75,Two year,0,Auto-pay,0
C10990,69,63.67,Month-to-month,4,Auto-pay,0
C10991,49,51.63,Month-to-month,2,Auto-pay,0
C10992,42,27.21,Month-to-month,1,Auto-pay,0
C10993,13,139.7,Month-to-month,0,Auto-pay,1
C10994,63,105.73,Month-to-month,1,Auto-pay,0
C10995,22,112.39,Two year,2,Manual,0
C10996,58,58.7,One year,1,Auto-pay,0
C10997,1,56.72,Two year,2,Manual,0
C10998,50,47.36,One year,1,Auto-pay,0
C10999,56,20.0,Month-to-month,0,Auto-pay,0
C11000,6,48.76,Month-to-month,0,Auto-pay,0
C11001,51,84.59,Month-to-month,1,Manual,0
C11002,2,82.45,Two year,3,Auto-pay,0
C11003,38,56.52,One year,1,Auto-pay,0
C11004,65,94.64,Month-to-month,2,Manual,0
C11005,29,54.78,One year,0,Auto-pay,0
C11006,50,98.03,One year,2,Auto-pay,0
C11007,14,97.65,Two year,2,Auto-pay,0
C11008,39,99.57,One year,0,Auto-pay,0
C11009,33,77.22,One year,2,Manual,0
C11010,1,50.51,Month-to-month,0,Auto-pay,0
C11011,60,39.23,Month-to-month,3,Auto-pay,0
C11012,9,20.0,Month-to-month,1,Manual,0
C11013,5,97.72,One year,1,Auto-pay,0
C11014,49,24.42,Two year,1,Auto-pay,0
C11015,59,70.95,One year,4,Auto-pay,0
C11016,17,81.54,Two year,1,Manual,0
C11017,49,42.93,One year,1,Auto-pay,0
C11018,26,71.3,One year,0,Auto-pay,1
C11019,55,84.57,Month-to-month,0,Auto-pay,0
C11020,59,66.8,One year,1,Auto-pay,0
C11021,41,88.81,Month-to-month,0,Manual,1
C11022,24,61.66,Month-to-month,1,Auto-pay,1
C11023,26,66.67,One year,0,Manual,0
C11024,37,48.34,One year,4,Auto-pay,0
C11025,14,70.93,Two year,1,Auto-pay,0
C11026,6,75.18,Month-to-month,1,Auto-pay,1
C11027,49,47.28,Month-to-month,3,Auto-pay,0
C11028,36,87.87,Month-to-month,2,Auto-pay,1
C11029,37,20.0,Month-to-month,0,Manual,0
C11030,51,107.46,Month-to-month,1,Manual,0
C11031,34,32.48,Month-to-month,1,Auto-pay,0
C11032,17,106.21,Two year,1,Manual,0
C11033,1,93.61,Month-to-month,1,Auto-pay,1
C11034,42,105.38,Two year,0,Auto-pay,0
C11035,43,41.21,Month-to-month,0,Manual,0
C11036,42,68.89,One year,0,Auto-pay,0
C11037,7,83.81,One year,0,Manual,1
C11038,58,87.84,Month-to-month,0,Auto-pay,0
C11039,64,100.2,Month-to-month,2,Auto-pay,0
C11040,26,94.54,One year,2,Auto-pay,0
C11041,3,89.27,Month-to-month,3,Manual,1
C11042,64,89.74,Month-to-month,3,Auto-pay,0
C11043,46,95.51,One year,0,Auto-pay,0
C11044,34,75.6,Month-to-month,2,Manual,1
C11045,13,109.38,Two year,0,Manual,1
C11046,3,72.69,Month-to-month,2,Manual,0
C11047,17,24.26,Month-to-month,0,Auto-pay,1
C11048,6,112.36,One year,0,Manual,0
C11049,12,89.04,One year,3,Auto-pay,0
C11050,65,70.53,Month-to-month,3,Manual,0
C11051,49,78.42,Month-to-month,2,Auto-pay,0
C11052,6,120.21,Month-to-month,2,Auto-pay,1
C11053,57,78.0,Month-to-month,1,Auto-pay,0
C11054,57,120.57,Month-to-month,3,Auto-pay,0
C11055,14,89.15,Month-to-month,1,Auto-pay,1
C11056,71,64.11,Month-to-month,0,Auto-pay,0
C11057,9,35.71,One year,2,Auto-pay,0
C11058,60,77.74,Month-to-month,0,Auto-pay,1
C11059,22,114.42,Month-to-month,1,Manual,0
C11060,29,57.95,Two year,1,Auto-pay,0
C11061,32,86.0,Month-to-month,0,Manual,1
C11062,17,121.05,Month-to-month,2,Auto-pay,1
C11063,61,21.81,Month-to-month,1,Manual,0
C11064,12,86.93,Month-to-month,1,Manual,1
C11065,44,91.62,Month-to-month,0,Auto-pay,0
C11066,27,85.68,Two year,2,Auto-pay,0
C11067,69,23.88,Month-to-month,1,Manual,0
C11068,35,52.22,Month-to-month,3,Manual,1
C11069,63,20.0,Month-to-month,3,Auto-pay,0
C11070,34,35.47,Month-to-month,1,Auto-pay,0
C11071,51,100.31,Month-to-month,0,Auto-pay,0
C11072,44,65.1,Two year,2,Manual,0
C11073,27,99.58,Month-to-month,1,Auto-pay,1
C11074,57,97.94,One year,2,Manual,0
C11075,24,41.29,Month-to-month,2,Auto-pay,0
C11076,12,80.08,One year,3,Manual,0
C11077,48,27.41,Two year,4,Auto-pay,0
C11078,24,83.24,Month-to-month,0,Manual,1
C11079,51,87.71,Month-to-month,0,Auto-pay,0
C11080,53,68.18,Month-to-month,0,Manual,0
C11081,52,24.54,Month-to-month,1,Auto-pay,0
C11082,64,30.37,Month-to-month,3,Manual,0
C11083,56,151.28,Month-to-month,1,Auto-pay,0
C11084,60,93.64,Month-to-month,2,Manual,0
C11085,68,66.63,Month-to-month,2,Auto-pay,0
C11086,69,103.8,Month-to-month,2,Auto-pay,0
C11087,4,119.15,Month-to-month,1,Manual,1
C11088,57,111.32,One year,1,Auto-pay,0
C11089,62,69.2,Month-to-month,1,Auto-pay,0
C11090,70,64.98,Month-to-month,2,Auto-pay,0
C11091,15,98.88,Month-to-month,3,Auto-pay,1
C11092,67,67.94,One year,2,Manual,0
C11093,71,110.96,Month-to-month,2,Auto-pay,1
C11094,47,78.36,One year,1,Manual,0
C11095,28,98.8,One year,0,Manual,0
C11096,51,106.19,Month-to-month,1,Auto-pay,1
C11097,9,36.03,Month-to-month,2,Manual,1
C11098,22,79.37,Two year,0,Auto-pay,0
C11099,40,109.45,Month-to-month,2,Manual,0
C11100,64,50.8,One year,0,Manual,0
C11101,33,58.56,One year,5,Auto-pay,0
